publishedAt,comment,sentiment_label
2025-01-24 16:01:08+00:00,"Is anyone else feeling like game devs need to slow down on the graphical details so the midrange, affordable hardware can catch up?",Neutral
2025-01-24 16:06:57+00:00,framegen is bs it should only help with older cards not make newers ones run but help older cards stay usefull for longer,Neutral
2025-01-24 16:09:40+00:00,"I have a 1080p monitor , emm   I think I'll stick with the 4060 ti!",Positive
2025-01-24 16:10:12+00:00,That video thumbnail is nasty work lol,Negative
2025-01-24 16:15:15+00:00,"$2000 but the 4090 is way over $2000, such lies 😅",Negative
2025-01-24 16:15:31+00:00,"Lol, now you can build a full computer and bench it against 1 5090",Neutral
2025-01-24 16:16:04+00:00,So AMD would actually only need to make an RDNA4 chip with as many cores as the 7900XTX and they would sell pretty good ...,Positive
2025-01-24 16:16:50+00:00,"the question is, what should a gamer and streamer with a normal budget get, when you are upgrading from a 3070 ti :D",Neutral
2025-01-24 16:18:53+00:00,Honestly that’s a let down on the RDR2 performance.,Negative
2025-01-24 16:20:30+00:00,$2000 dollars plus a $300 electric bill each month 🥲,Neutral
2025-01-24 16:21:23+00:00,"I know this was about the 5090 specifically, but if I'm looking to build a first pc later, should I look at the 5000 series (interested in 5070ti or 5080), or just look for a 4000 series gpu? My current setup is a zephyrus m16 with a laptop 4070 (8 GB vRAM), so anything is an upgrade for a desktop rn.",Neutral
2025-01-24 16:23:12+00:00,Wait till dlss 4 gets unlocked on older cards,Neutral
2025-01-24 16:23:17+00:00,Spending $2000 and getting mediocre performance in return isn't great in terms of performance per dollar.,Negative
2025-01-24 16:28:56+00:00,you need to have that editor in more vids. his voice was awesome,Positive
2025-01-24 16:30:47+00:00,I’m currently on a 3080 10GB OC and really hoping that the 5070/ 5070ti will be a big enough leap in performance to finally upgrade.,Positive
2025-01-24 16:31:09+00:00,Yeah my 3080 isn’t getting replaced anytime soon,Negative
2025-01-24 16:31:55+00:00,Meanwhile Lossless Scaling goes till x20 frame-gen😂 if you’re just comparing multipliers,Neutral
2025-01-24 16:33:01+00:00,Heyo! My 1080 Ti is still featuring in the benchmarks 💪,Positive
2025-01-24 16:33:05+00:00,"Sorry but I refuse to get excited about $2,000 graphics cards.  I don't care HOW good the performance is, that's never going to be my budget, and I've been a PC gamer since 1999 and have a decent job/home/car/etc.  It's absolute tomfoolery that any gaming card should cost this much, and it's really dumb to keep letting them get away with it.",Negative
2025-01-24 16:35:12+00:00,So it's definitely not worth the money got it,Negative
2025-01-24 16:36:06+00:00,"i do sim racing on a triple 27"" 1440p set up, my fourth 1080p monitor is just for managing the apps. I use a 4080 super. i was trying to hold out for the 50 series cards but didn't want to wait forever. i was planning on upgrading to the 5090 but now not sure if is should  or just stick with my 4080",Neutral
2025-01-24 16:37:23+00:00,"All the man said was ""halo class card"" and all I want to do is play Halo Combat Evolved. Too bad Microsoft ruined the game and I can't play it on PC without constant crashing.",Negative
2025-01-24 16:38:56+00:00,Too bad theres no good modern games to play on such a card,Negative
2025-01-24 16:38:58+00:00,Rich guys will be more happier with this card.,Positive
2025-01-24 16:44:20+00:00,why was all the testing done at 2k and not 4k? kind of weird,Negative
2025-01-24 16:45:00+00:00,"Nice room heater, a little too costly btw",Neutral
2025-01-24 16:48:28+00:00,Still on the 1070 Ti and going 💪,Neutral
2025-01-24 16:51:06+00:00,black myth really is horribly optimized.,Negative
2025-01-24 16:53:09+00:00,I liked this video JUST for the opening sponsor spot. I didn't need to see more.,Positive
2025-01-24 16:54:18+00:00,"Great review! I know multi frame generation is not black magic already, somehow the AI performance of 5090 is even more disappointing. It was expected at least 50% more powerful than 4090 before its release.",Negative
2025-01-24 16:54:36+00:00,this guys annoying and trys to hard. plz put him back behind the camera,Negative
2025-01-24 16:59:48+00:00,0:28 I’m so sorry your brother passed away he gets 3 big booms 💀,Negative
2025-01-24 17:04:46+00:00,this review is MASSIVE. but do you know what else is MASSIVE? ...,Negative
2025-01-24 17:05:01+00:00,wtf all of my favorite funky white boys all in one place,Positive
2025-01-24 17:06:20+00:00,Missed opportunity to add sponsor segment when 00:24,Negative
2025-01-24 17:09:06+00:00,i think linus wanted nuggets at the end,Neutral
2025-01-24 17:09:58+00:00,"there's a typo at 17:59 -   should say ""higher is better"".",Neutral
2025-01-24 17:12:05+00:00,"I was so expecting a vengaboys edit of ""boom boom boom boom"" at 0:28",Neutral
2025-01-24 17:12:51+00:00,were the booms from big justice,Neutral
2025-01-24 17:13:11+00:00,We bring the booooom,Positive
2025-01-24 17:15:42+00:00,"since when linus techtips got so many nerds to promo their video ? it aint working !!! only linnus is ok to speak here, rest is bs crap",Negative
2025-01-24 17:16:20+00:00,"i gave up with pc gaming updates and issues and once u have the latest and greatest bang another is releasing plus the fact the latest and greatest isnt without issues, so guess what i bought an xbox series x plug play and get right into gaming in 2 mins with just the odd update, when im loaded with money then ok back to pc",Neutral
2025-01-24 17:16:31+00:00,it just a ai card with some performance and power consumption increase,Neutral
2025-01-24 17:17:56+00:00,"With every new gen of graphics cards, the poorer i feel. These prices are getting out of hand.",Negative
2025-01-24 17:19:40+00:00,Do a shunt mod on it,Neutral
2025-01-24 17:19:46+00:00,"Yeah Yeah your ""biggest review ever"" until the 6090 Come out, and the next one, and the next after that... pay your lack of imagination, how many so called ""ultimate gaming pc"" did you build so far?",Neutral
2025-01-24 17:21:17+00:00,Game development's gotten so bad that soon you'll need a pair of GTX 6090s just to chomp some dots in Pac-Man. It's progress...but not in the way you think.,Negative
2025-01-24 17:23:01+00:00,"Wow, Nice job on Nerding out on this card. Great info",Positive
2025-01-24 17:23:06+00:00,"Worst LLT review ever  Stupid American comedy ""oh wow look.."" in camp way was the biggest skull fuck  I'm deaf in one ear and now I was i was deaf in both after hearing this crap  You guys need to grow up about 10 years especially Riley on the quick bits channel",Negative
2025-01-24 17:23:30+00:00,Thank you for not just covering game specs exclusively.  Some of us grew up and use Unreal Engine and AI agents all day so I genuinely appreciate the broader range of coverage!,Positive
2025-01-24 17:24:10+00:00,Linus brought the BOOM 💥,Positive
2025-01-24 17:25:39+00:00,2000$ ? OMG 10 years ago the same shit would have been 600-700$ Talk about nvidia being greedy (and don't give me the inflation shit vause every year from then they added 100 to 200$ to the price every release!,Negative
2025-01-24 17:25:50+00:00,would have been interesting to see a frame/watt graph. as i think most of these increased performance figures (outside of AI) are due to the increased power draw of the card over last gen 4090's.  the 5090 draws 125 more watts than the 4090,Neutral
2025-01-24 17:28:29+00:00,"Wow, a whopping 10 seconds spent on the topic of 3D rendering.",Positive
2025-01-24 17:29:24+00:00,"Looking to upgrade my 3060 to a 5080, don't with the 5090 is going to be worth it for me.",Neutral
2025-01-24 17:30:06+00:00,I couldn't wait for Linus to DROP this review!,Positive
2025-01-24 17:34:38+00:00,Jesus is Lord!🎉,Positive
2025-01-24 17:34:42+00:00,Focusing on some dogshit artificial frame generations instead of delivering something of real value for 2k$ is beyond me...,Negative
2025-01-24 17:43:15+00:00,"@15:12 oh, we're used to that from Elden Ring, actually",Neutral
2025-01-24 17:43:45+00:00,I put it in my pc and it goes... boom?!,Positive
2025-01-24 17:44:55+00:00,Optum's video - cool calm collected. Linus video - loud obnoxious annoying.,Negative
2025-01-24 17:46:10+00:00,Man who never finished college rattles off factoids about Nvidia AI he got off of chatGPT: THE VIDEO,Negative
2025-01-24 17:49:36+00:00,That adbreak is amazing,Positive
2025-01-24 17:59:58+00:00,Man the guy doing the ray tracing portion is cringe.,Negative
2025-01-24 18:03:26+00:00,"""Beats by more than double"" ...  I don't think it means wat you think it means.",Negative
2025-01-24 18:06:56+00:00,This shit with the asian is cringe and NOT funny. You try to hard.,Negative
2025-01-24 18:08:17+00:00,Just a big pile of meh,Negative
2025-01-24 18:10:05+00:00,the numbers triple and quadruple so is the price 😂 no thanks,Neutral
2025-01-24 18:10:17+00:00,"I mean, yeah, 5090 for sure the most powerful videocard, but damn the cost. It's gonna cost way more than $2000, which is bad considering $/per frame metrics.",Negative
2025-01-24 18:12:26+00:00,I would like to see more testing on the computational power of the card yes I know gaming is important but as a animator I'm more interested in the Raw horsepower And in regards to AI how about some testing on running local llms,Neutral
2025-01-24 18:13:19+00:00,Thats a lot of big booms,Neutral
2025-01-24 18:13:39+00:00,I don't like the push for frame generation and DLSS. It seems like smoke and mirrors that muddies quality,Negative
2025-01-24 18:17:49+00:00,why did you guys stop doing 1080p testing? like 75% of gamers still use 1080p so i don't get why you guys stopped.,Negative
2025-01-24 18:18:52+00:00,I think I'm passing on the 50 series. Still have a 2080. Let's see what AMD offers.,Neutral
2025-01-24 18:20:30+00:00,Linus brought the BOOM,Neutral
2025-01-24 18:22:35+00:00,Question is a 5090 still overkill when running 3440x1440 with 120Mhz and Gsync? Gonna play games like Tarkov and KCD2.,Neutral
2025-01-24 18:22:36+00:00,"""Dang look at this thing"" - that sounded so gay. Can you guys just do normal voices in your reviews?",Negative
2025-01-24 18:23:18+00:00,wtf was that segue xd,Neutral
2025-01-24 18:23:39+00:00,I love all the upgrades. I have the s22 ultra. The battery is horrible and the camera besides the main needs some work in low light. I wish the spend didn't lose features but I guess i can just use my watch.,Positive
2025-01-24 18:25:37+00:00,1440p (wrongly called 2K by some) is stupid and should not be used by anyone.,Negative
2025-01-24 18:25:47+00:00,all I need to hear about this in 1 single and highly entertaining video  nice!,Positive
2025-01-24 18:28:44+00:00,so next generation will finally give us RT performance worthwhile without AI? lmao,Neutral
2025-01-24 18:29:04+00:00,"We get video rendering and gaming benchmarks instead of something actually useful like benchmarking the AI capabilities of the card. People do not care if your card can run crysis no more, we wanna see if it can run pytorch... Instead of you leading the way, you are just failing to adapt. how sad",Negative
2025-01-24 18:30:49+00:00,"I want to see the other cards benchmarks, this 2.000$ is not my jam. I am a bit disappointed for now, I was waiting for the 5000 series to see the benefits in terms of efficiency, my 3080ti is equivalent to a 4070 super maybe, so I was hoping to see that kind of performance on lower tier cards... but the 5070 has a 25% increase in W usage vs the 4070...",Negative
2025-01-24 18:33:09+00:00,I guess over to gamers nexus it is. There are so many bots in the comments it’s not good.,Negative
2025-01-24 18:35:56+00:00,"Wow such in depth detail and testing presented in a digestible manner, I don’t need to subscribe to Gamers Nexus anymore. I hope that doesn’t cause Steve to spiral",Neutral
2025-01-24 18:38:27+00:00,This intro was so goofy and so awesome,Positive
2025-01-24 18:42:05+00:00,"That is the most overhyped, Overrated, Overpriced GPU in history. Falling short of gimmick features that are useless and irrelevant in today's gaming era. The cost per pixel is not worth it.",Negative
2025-01-24 18:56:16+00:00,"That first seque 🎂😂 and feel better Linus, you can have nuggets once healed up! 🦷",Positive
2025-01-24 18:56:33+00:00,Well done on this video! Love the format! Thanks LTT!,Positive
2025-01-24 18:59:38+00:00,"dlss sucks  Basically if you're going from 4090 to 5090, don't.  I see the leap to 5080 and 5090 from a 3000 series card or AMD card worth the price, since the price is basically the same.",Negative
2025-01-24 19:00:49+00:00,All I needed to know: 25% more expensive!,Negative
2025-01-24 19:08:45+00:00,So every popular tech youtuber got 5090 for free,Neutral
2025-01-24 19:09:42+00:00,Unreals Nanite is garbage!,Negative
2025-01-24 19:14:26+00:00,I've never seen a new Flagship GPU review that's made me want the last generation version of it.,Neutral
2025-01-24 19:14:35+00:00,Linus at the end you good bro,Positive
2025-01-24 19:20:19+00:00,"That's all well and good, but are the unilateral phase detractors upgraded? or are we still going to be using the old cardinal gram-meters?",Neutral
2025-01-24 19:25:46+00:00,Not a single benchmark for 5090 on YT focusing on VR performance 😢,Negative
2025-01-24 19:26:08+00:00,So how long till the 4090 is less than $500CDN?,Neutral
2025-01-24 19:28:00+00:00,we need redshift or octane benchmarks!🤗,Neutral
2025-01-24 19:35:17+00:00,ayoooo i think its time for a new compensator build lol,Positive
2025-01-24 19:39:01+00:00,This was by far the most positive review of the 5090 I've seen where they did an actual hands on.,Positive
2025-01-24 19:41:05+00:00,fuck its going to boil my water in the loop lol!,Negative
2025-01-24 19:42:55+00:00,Do you need more than 60 fps for a game?,Neutral
2025-01-24 19:43:51+00:00,Damm! Dennis deserves the praise for that sponsorship plug.😂,Positive
2025-01-24 19:46:08+00:00,idk why but i prefer 3 fans,Neutral
2025-01-24 19:46:26+00:00,"Nvidia fanboys ""Frame gen is the future""!! reality check: it looks like crap no thanks",Negative
2025-01-24 19:49:13+00:00,This card is a disappointment imo. It's just more of the same with some new stuff baked in for more fake frames. There's zero generational uplift in terms of performance per Watt for example.,Negative
2025-01-24 19:54:33+00:00,"I know 1440p is the sweetspot in pc gaming, but many talk about 1080p vs 1440p vs 2160p, and many reviews talk about every new gaming gpu and test Here is my question: why is no one talking about 1800p and testing it? I'm sure in the future can become a sweetspot maybe",Neutral
2025-01-24 19:58:58+00:00,"There is a problem you haven't thought about. The fans blow hot air both out and down, directly onto the SSD. This means it will heat up the m.2 drives in your PC a lot, which already get quite hot, especially when the graphics card blows 80-degree hot air.",Negative
2025-01-24 20:02:02+00:00,"I know cats that would love that cat cave, sadly mine is not one of them... he even hates boxes!",Negative
2025-01-24 20:08:35+00:00,With MSRPs like this i don't see why any new gamers would even want to try the PC market. I wonder if the future of mainstream PC gaming is prebuilts like the Deck,Negative
2025-01-24 20:10:57+00:00,"a comment on a correction: at 14:18 the fan blades are not doubled, i went and tested this in the game myself and thought it was until closer inspection. there are 2 different fan blades rotating at different speeds one behind the other.",Neutral
2025-01-24 20:11:23+00:00,"I felt I was really able to understand this video better the second time. There’s just so much, but y’all did a great job of conveying it. Loved the review, you should be very proud!",Positive
2025-01-24 20:13:13+00:00,Your company released the best gpu in history It gets 5 big booms Boom 33% Boom 33% Boom33% Boom Boom,Positive
2025-01-24 20:14:15+00:00,It's cool but.......no thank you NVIDIA. I'm hooking up my PS1 and PS2 again. For the money I can get a sh...ton of great games (and no DRM BS).,Positive
2025-01-24 20:15:32+00:00,"2000 bucks, still no Wayland chromium acceleration",Negative
2025-01-24 20:23:08+00:00,"New Video Idea: Ask subscribers to link gaming PC sellers in their local markets, have a look at the seller's website and products, convert local currency to USD and see how much they are charging for the pre-built vs how much it actually costs if someone was to build it on their own.   I would suggest starting with the Middle East - Dubai/Qatar, with huge markups cause of the high GDP per capita.  Then move over to South and East Asia",Neutral
2025-01-24 20:34:54+00:00,Some of us appear to have been right all along. Always wait for reviews.,Neutral
2025-01-24 20:37:44+00:00,Dan always has reminded me of someone and I only now figured it out.. Barclay from Star Trek TNG!,Neutral
2025-01-24 20:39:16+00:00,lol anytime anything about unreal engines optimisation I laugh look at stalker 2 and a few others on unreal. The optimisation is terrible and takes a while to get right,Negative
2025-01-24 20:39:43+00:00,"he did boom, boom, boom, but didn't title the video ""our most massive review ever""",Neutral
2025-01-24 20:45:47+00:00,Haven't been in the gpu flow for almost 10 years.. Things have improved SO MUCH 😳 SO.MUCH.TECH,Positive
2025-01-24 20:51:51+00:00,Again....in real life this card is just not worth it...well what top tier card is?,Negative
2025-01-24 20:53:53+00:00,"6:50 Professional ""AI Dork"" here... The 5090 having 32GB VRAM is basically useless. It will not be able to run hardly anything that the 4090 can't already run blisteringly fast  For example, my 3090 can generate text with a maximum size model that can fit in 24GB VRAM at over 120 words per second across 4 streams, which is already monumentally faster than any normal person can read  Now, the 5090 can fit damn near no bigger models (cause 32GB VRAM is still pitifully small for LLMs, not even being able to fit a full precision 20B param model when we have models that are 600B-1T+ in size now), but at an even faster speed, which basically nobody wants. The limit of quality for local AI is not speed. It hasn't been for a very long time. The limit is quality and network size, something of which the 5090 will do basically nothing to improve.  So in essence, you can't really run anything too much better on the 5090, and now instead of generating at 3x the speed you can read, you can gen at 4x the speed you can read... groundbreaking  So yeah, the 32GB VRAM for the 5090 is the absolute bare minimum they could have given, and will still be a severe artificial limit on how useful the 5090 will ever be. A 3 gen old original A6000, which is like 1/5th the speed of the 5090 is far more useful, simply for the fact it has 48GB VRAM. People want better quality, not more speed when you are already way faster than you need to be",Negative
2025-01-24 20:54:40+00:00,WOW! I guess I gotta wave the white flag nowadays. I'm still running a 1080ti and I'm bummed to see it on the bottom of the list.,Negative
2025-01-24 20:56:28+00:00,"This is really not good.  Instead of cards getting either more powerful or cheaper, it's neither. It should be shocking that a game from 5 years ago needs a +1500$ GPU to run above 60 FPS at 1440p, on Ultra yes, but the tech's been around for so long.  A 9800 GT, a mid-range GPU from 2008 costing 160$ can run Far Cry 1 at 1080p, max settings and above 120 FPS, a game that's 4 years older than it.   That's just giving more fuel to the growing fire that is game optimisation. No need to optimise our game or revise our scale, just buy those new fangled GPUs after each generation that creates more and more fake frames.",Negative
2025-01-24 20:57:31+00:00,Thanks for this long form review,Positive
2025-01-24 21:11:40+00:00,Why wasnt Microsoft Flight Simulator added to the lineup? Way more intensive than many of these titles,Negative
2025-01-24 21:11:51+00:00,"If you already have a 4090, you can skip the 50 seires as far I understood from this video, unless you want to see triple digit fps on 4K with multi frame gen enabled while gaming.",Neutral
2025-01-24 21:15:41+00:00,Great Video! I learned a lot more about Blackwell with this video,Positive
2025-01-24 21:15:47+00:00,Stalker 2 was pretty much unplayable without frame generation (less than 50 fps) and with frame generation there was a HUGE input lag and I felt like I couldn't shoot anymore. Almost drove me insane -_-,Negative
2025-01-24 21:16:38+00:00,"""But...but...wow! The 5090 can do quantum FP512 super-logarithmic scalar vehicular processing dynamics""...like, no one cares.  Seriously, LTT, if the end-performance result doesn't impress, then the ""on-paper technical brilliance"" of the product is irrelevant. The vid's full of deflection pieces trying to deflect from the 5090's underwhelming real-world performance with endless explanations about the theoretical, ""on-paper"" brilliance of the card.",Negative
2025-01-24 21:20:54+00:00,"I'm not sure what I was expecting with that segue at the beginning, but Dennis eating cake while getting his cake cut while referencing ""Is it Cake?"" was not it...",Negative
2025-01-24 21:22:45+00:00,No way this video had Linus doing “5 BIG BOOMS”,Negative
2025-01-24 21:25:33+00:00,"The 50 series is a huge letdown. They're good cards of course, but the way Nvidia talks about this stuff, you always expect a revolution, and you get an evolution. These are 40 series cards with a crapload of power pumped into them to keep stable. This is not exactly ideal. Nvidia is way too distracted with side projects. They've got 5000 features they're working on, and only a small handful of them ever pan out. Don't get me wrong, I love Nvidia. If it weren't for them, we'd be in a world of hurt. However, when it comes to just raw 3d rendering, we're getting screwed. I bought a GTX1080 for $500 in 2017, and today that will buy me a 4070. The 4070S is another $120. 8 years and only 85% improvement. That's insane. There was almost the same improvement from the 900 series to the 10 series, and that was 2 years. People always ask me ""dude how can you still run a GTX1080 and a 7700k?!?!"" and it's because I have a Gsync 144hz display, and in competitive games we all turn down graphics settings so I get lots of frames, and in games that aren't competitive, I have Gsync. So really nothing will change yet. Not until I can afford a card that will drive 1440p at 240hz+ for affordable prices. I'm not paying a thousand dollars for a graphics card. I have other hobbies.",Neutral
2025-01-24 21:27:43+00:00,Can it play a heavily modded Fallout 4 with no stutter or CTD's?,Neutral
2025-01-24 21:32:26+00:00,"just love how we're accepting that this gpu costs TWO GRAND and pulls ~600W - that's more than the price of what I paid for my entire setup (pc, monitor, etc), and pulls more power than it as well. For context, I run a 5800X and 3080 Ti with a 1440p144 VA monitor and 1080p75 IPS monitor as my secondary. Sure, the 5090 performs great and is a chart topper, but I very much find a lot of enjoyment out of my current setup and have no incentive to upgrade, thank you very much",Positive
2025-01-24 21:32:28+00:00,Let’s all agree this ain’t a gaming card. Is a grab for AI market.,Neutral
2025-01-24 21:33:40+00:00,Why do we always have to get the next best thing? Why can’t we just optimize games anymore? Since we’re a little kids we’ll get the game and we could easily play when no hiccups.,Neutral
2025-01-24 21:36:19+00:00,What's remix performance like with the new AI cores on 50 series?,Neutral
2025-01-24 21:37:28+00:00,My gaming laptop is over here with a  Nvidia 960m🤣,Neutral
2025-01-24 21:43:01+00:00,question. Why do I not give a flying crap about those games?  can we also get FPS games benchmark as well?,Negative
2025-01-24 21:48:56+00:00,5090 AIB reviews when?,Neutral
2025-01-24 21:51:58+00:00,"OK, I have a 4070ti, I was playing Cyberpunk, at 4K with dlss / frame gen on / Ultra, RT Medium, and was hitting like 60ish FPS (yes, I realize that these are fake frames). With all these extra bells and whistles (Dlss, Frame Gen, RT..etc)...its getting to the point where I dont really care anymore, as long as the game looks good, especially on my first playthrough, because I am not really sure what I am supposed to look for. Now, I can admit, on my 2nd, 3rd, 4th playthroughs on a game Like Witcher 3 , I pay more attention because I have more of a baseline to compare it to.",Positive
2025-01-24 21:54:34+00:00,"So glad they added the ""Transformer"" noise in the background!!! Haha",Positive
2025-01-24 22:01:30+00:00,"Does no one in the LTT team golf, would love to a video where they compare the tech in launch monitors. If there no one on the team would love to fly myself out and be the guinea pig.",Positive
2025-01-24 22:03:24+00:00,In the presentation it sounds like DLSS4 is exclusive to the RTX5k series but it also works with the RTX4k series.,Neutral
2025-01-24 22:05:49+00:00,Hey loving the content! Is there any day u will do a tech tip for ps5 I’m having a hard time finding a great monitor that wont break the bank but has “allm” and “vrr” anyone in comments?,Positive
2025-01-24 22:05:57+00:00,"I really enjoyed how so many people were involved on camera in this review.  Great video guys, get Linus some nuggets as soon as he can eat 'em!",Positive
2025-01-24 22:11:59+00:00,5 big booms for the 5090,Neutral
2025-01-24 22:17:03+00:00,No such thing as overkill with pc hardware,Negative
2025-01-24 22:17:44+00:00,3:47 nice hat. MT Crew ftw,Positive
2025-01-24 22:30:46+00:00,"what competition ? even nvidia old cards were cheaper , nvidia not even competing with itself , its keep  pricing new stuff more and more expensive ,  nvidia ripping off its now fanboys . how is this upgrade when performance increase is negated by price increase , 25% faster but 25% more expensive , ?????? lol , oh btw also 30% more power usage .  ok fanboys its time to use your brains , dont be brainwashed minions .",Negative
2025-01-24 22:39:17+00:00,So basically F Nvidia and start buying AMD GPU? GOT IT !,Neutral
2025-01-24 22:41:17+00:00,Get ready for your game details having that identifiable AI trash uncanny valley feel. This isn't the way the industry should go.,Negative
2025-01-24 22:43:34+00:00,"I think I'll be staying with my 3080ti for a while longer. My husband is strongly debating getting a 5090 for his rig since he uses Blender for a living, but just a degenerate gamer I don't think I need to update yet.",Neutral
2025-01-24 22:45:55+00:00,Is it just me or does it seem like 4k at a stable 60fps is still unattainable even with the most expensive hardware?,Negative
2025-01-24 22:49:36+00:00,Do a review of a laptop maxed out with 5090.,Neutral
2025-01-24 22:50:22+00:00,"GFX cards so expensive we need a downpaiment plant like on phones. Is it any wonder people convert to consoles, the gfx cards cost many times as much as a high end pc.",Negative
2025-01-24 22:55:31+00:00,"So, what I'm hearing is: my 4070 Ti SUPER 16GB is going to keep being the best bang-for-the-buck for AI model training.  I'm curious as to how the 5080 FE vs 4070 TS will compare.",Positive
2025-01-24 22:55:49+00:00,"The production value on this video was fantastic. Loved including all of the different hosts, the sponsor segment was great and it kept you engaged. Great job!",Positive
2025-01-24 23:05:33+00:00,$2400. $2400. $2400. Just. 2:50  What. Any of you guys buying this should be embarrassed with yourselves,Negative
2025-01-24 23:06:05+00:00,RTX 6090 Fame generation 8x🤣 this is very sad too many fake fps,Negative
2025-01-24 23:07:00+00:00,They should just sell the softwere at this point,Neutral
2025-01-24 23:14:37+00:00,the more u buy the more u save 💚🖤,Positive
2025-01-24 23:18:56+00:00,brand new graphics card and i’m willing to bet it’s not able to push above 60 frames on rlcraft with shaders😂😂,Negative
2025-01-24 23:19:17+00:00,Ehh I'll stick with my 3070FE. I rekon having this gpu with my i7 14700 would be a huge bottleneck...,Neutral
2025-01-24 23:25:42+00:00,Adaxum’s focus on real-world applications makes it a standout project. Joined the presale today!,Positive
2025-01-24 23:25:56+00:00,Adaxum’s innovative approach to E-commerce integration is a game-changer. Joined the presale today!,Positive
2025-01-24 23:26:00+00:00,Adaxum’s focus on real-world applications makes it a standout project. Joined the presale today!,Positive
2025-01-24 23:26:06+00:00,Adaxum’s presale bonuses made it an easy decision for me. Locked in my position early!,Positive
2025-01-24 23:26:10+00:00,Adaxum’s innovative approach to E-commerce integration is a game-changer. Joined the presale today!,Positive
2025-01-24 23:26:12+00:00,Does anybody else not understand half of what's being said?? Just me? 😅,Negative
2025-01-24 23:32:39+00:00,Wish I could afford 1,Neutral
2025-01-24 23:36:15+00:00,So essentially my 3070 pales in comparison to the 5090 so at least for me a worth while upgrade. But for anyone who has a 4000 series not so much,Neutral
2025-01-24 23:39:43+00:00,Xplane 12 max settings at 30fps? This would be great,Positive
2025-01-24 23:40:36+00:00,"My kidneys are safe, not going to spent  $2000+ on a card that can't perform and is all about ai. Not to even mention the power it needs and the price in Euros will be even more.",Negative
2025-01-24 23:40:51+00:00,Black myth is just simply a poorly made game.,Negative
2025-01-24 23:45:02+00:00,My friend Jeff can't get ahold of your customer service he really wants to build his PC and he can't get ahold of any of your staff. What's happening to your website?,Negative
2025-01-24 23:46:45+00:00,Dude your website might be a joke he only wanted to ask for the best PC build he could afford.,Negative
2025-01-24 23:48:56+00:00,This is not right you call yourself tech tips and you can't give out tips. And there's no tips not cool dude.,Negative
2025-01-24 23:49:54+00:00,Your website is useless.,Negative
2025-01-24 23:50:21+00:00,Came to unsubscribe but was unready no longer an sub. Seems it was already apparently that you were a disappointment,Negative
2025-01-24 23:51:15+00:00,"who the hell hooked Alex on Benadryl? (to be read as ""can you please play the video at normal speed?"")",Negative
2025-01-24 23:52:26+00:00,"LOL, what is the hammer for?  5:07",Neutral
2025-01-24 23:57:17+00:00,boom! wait till next yr to get your hands on one.,Neutral
2025-01-25 00:07:17+00:00,I think i saw soemthing i never want to see again,Negative
2025-01-25 00:13:14+00:00,I feel like this card is practically just dlss 4.0 software locked behind a new card,Neutral
2025-01-25 00:14:31+00:00,too much words and trying to hard for attention,Negative
2025-01-25 00:15:05+00:00,"LINUS IS A FRAUD!!! 2025, the end of Linus Tech Tips lol",Negative
2025-01-25 00:16:56+00:00,Considering how soon Rubin 3nm will arrive this is a terrible investment.,Negative
2025-01-25 00:23:10+00:00,Thanks for the honey advice buddy :),Positive
2025-01-25 00:23:51+00:00,Rename the video. It should be the review of the RTX 4090 Ti.,Neutral
2025-01-25 00:24:10+00:00,44FPS at 4K Max settings with the 4090 is BS. I know because i have fckn 3* ROG 4090 Matrix Platinum's all in different systems using more of less the same specs in each PC,Negative
2025-01-25 00:26:59+00:00,its not even a debate anymore that Nvidia is miles ahead of any other GPU competition.,Positive
2025-01-25 00:28:11+00:00,"My question is your tests are based on the founder edition card, now will the other 5090 cards that 99% of the people will get cause you know here in NZ we dont get access to Founder Edition, the stats be the same or close? im guessing based on the cooling of the card, the numbers will be close or under what you are giving out.",Neutral
2025-01-25 00:30:50+00:00,I will keep my 4090 until the 6090,Neutral
2025-01-25 00:32:32+00:00,Honey,Neutral
2025-01-25 00:32:58+00:00,Lackluster rasterization speed - Boom 😂,Negative
2025-01-25 00:33:30+00:00,Special hardware for multi-frame gen? Lossless Scaling would like to have a word...  Is Lossless Scaling better? No. Is it $7 and will work on any video card? Yes.  I'm done with Nvidia's SKU locked features...,Neutral
2025-01-25 00:41:30+00:00,My 4090 can barely coexist with a second card. I literally have to wedge a spacer between them to keep the fan blades from abrading each other. The fact that the 5090 is so much slimmer means that I can get one without replacing my motherboard.,Neutral
2025-01-25 00:43:37+00:00,This card costs more than my entire PC and draws more power than it too   And I have a 7600xt in there.  Oof,Negative
2025-01-25 00:48:43+00:00,I just saw the Louis Rossman video on Linus...  Wow I had no idea Linus was this bad of a human being... incredible,Negative
2025-01-25 00:55:04+00:00,am I the only one that still prefers more fps vs raytracing,Neutral
2025-01-25 00:59:28+00:00,"This is not really worth it for the average consumer unless you don't mind paying 4k+ for a 2k card, even at 2k it's really not something I see most people going through the trouble of getting one for the first year or two after release",Negative
2025-01-25 01:08:44+00:00,"Wait, you couldn't review it cause you had a tooth issue? Bro, we'da waited.",Negative
