id,video_id,comment,likeCount,publishedAt
239,Q82tQJyJwgk,"I was so expecting a vengaboys edit of &quot;boom boom boom boom&quot; at <a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=28"">0:28</a>",0,2025-01-24T17:12:05Z
240,Q82tQJyJwgk,Adaxum’s focus on real-world applications makes it a standout project. Joined the presale today!,0,2025-01-25T19:40:44Z
241,Q82tQJyJwgk,Adaxum’s focus on real-world applications makes it a standout project. Joined the presale today!,0,2025-01-24T23:26:00Z
242,Q82tQJyJwgk,Adaxum’s focus on real-world applications makes it a standout project. Joined the presale today!,0,2025-01-24T23:25:42Z
243,Q82tQJyJwgk,"I loved this style. the constant hopping of presenters made the data way easier to follow. i know it might not make sense for smaller videos, but for data-dense videos like product launches, i hope this style is used again in the future",0,2025-01-24T15:48:09Z
244,Q82tQJyJwgk,Well done on this video! Love the format! Thanks LTT!,1,2025-01-24T18:56:33Z
245,Q82tQJyJwgk,My 4090 can barely coexist with a second card. I literally have to wedge a spacer between them to keep the fan blades from abrading each other. The fact that the 5090 is so much slimmer means that I can get one without replacing my motherboard.,0,2025-01-25T00:41:30Z
246,Q82tQJyJwgk,The “nifty-findy” was gold,0,2025-01-31T06:35:14Z
247,Q82tQJyJwgk,"Yeah Yeah your &quot;biggest review ever&quot; until the 6090 Come out, and the next one, and the next after that... pay your lack of imagination, how many so called &quot;ultimate gaming pc&quot; did you build so far?",1,2025-01-24T17:19:46Z
248,Q82tQJyJwgk,"Surely no one is gonna buy a GPU at that price point, right? <br><br>... right??",1,2025-01-24T13:59:05Z
249,Q82tQJyJwgk,This is like a Avengers video with all the linus tech nerds.,0,2025-01-30T18:36:33Z
250,Q82tQJyJwgk,What people don&#39;t realize is that NVIDIA&#39;s marketing strategy involves the user upgrading their gpu every 2 generations.<br><br>You don&#39;t believe me?<br><br>Look at the difference between the 3090 and the 5090...,0,2025-01-25T23:45:06Z
251,Q82tQJyJwgk,5090 AIB reviews when?,1,2025-01-24T21:48:56Z
252,Q82tQJyJwgk,"I really have to congratulate LTT here, they&#39;ve finally made a review video that takes into consideration that professionals are the target consumers of these cards. As someone interested in using this card professionally, I was impressed that we finally got from LTT some information that wasn&#39;t exclusively related to gaming. Thank you very much for that!!!!",0,2025-01-25T21:48:55Z
253,Q82tQJyJwgk,"I love this kind of video where everyone does a part, it kind of makes me fell like its more specialized",0,2025-01-25T11:48:56Z
254,Q82tQJyJwgk,I pre ordered one,1,2025-01-26T10:12:43Z
255,Q82tQJyJwgk,it just a ai card with some performance and power consumption increase,1,2025-01-24T17:16:31Z
256,Q82tQJyJwgk,So glad they added the &quot;Transformer&quot; noise in the background!!! Haha,0,2025-01-24T21:54:34Z
257,Q82tQJyJwgk,That one dude sounds like Kermit the Frog. You know the one.,0,2025-01-26T07:33:15Z
258,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=35"">0:35</a> I&#39;m actually really sad that you didn&#39;t start singing Vengaboys 😂💀",0,2025-01-24T12:58:45Z
259,Q82tQJyJwgk,This was by far the most positive review of the 5090 I&#39;ve seen where they did an actual hands on.,0,2025-01-24T19:39:01Z
260,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=857"">14:17</a> The fan blades are not a visual artifact. There are blades at the front and back. It just looks jarring due to how the animation only kicked in when the LODs swapped.",1,2025-01-26T15:26:51Z
261,Q82tQJyJwgk,"since when linus techtips got so many nerds to promo their video ? it aint working !!! only linnus is ok to speak here, rest is bs crap",1,2025-01-24T17:15:42Z
262,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=1040"">17:20</a> this guy is giving me major LT Barclay vibes, i love it! more of this guy!",0,2025-01-25T18:36:39Z
263,Q82tQJyJwgk,damn the rtx 5090 isnt even 2000€ it is 2.329€ like wtf.,2,2025-01-26T23:54:59Z
264,Q82tQJyJwgk,Reminder to remember their Billet Labs fiasco.,0,2025-02-04T07:31:24Z
265,Q82tQJyJwgk,Insert gif of JJ Jamison laughing hysterically as played by that guy in that drum movie..,0,2025-01-25T07:37:40Z
266,Q82tQJyJwgk,"Love these green dots. Made the graphs sooo much more attractive, readable and engaging.",0,2025-01-26T11:30:54Z
267,Q82tQJyJwgk,The cats are getting smarter.,0,2025-01-25T13:37:24Z
268,Q82tQJyJwgk,But how does it handle VR?,1,2025-01-28T21:20:11Z
269,Q82tQJyJwgk,But can it run Crysis?,1,2025-01-26T15:35:00Z
270,Q82tQJyJwgk,"See what I dont understand is, we got rid of the fans in storage units, but cant do the same here, or its taking uncharacteristically long.",0,2025-01-25T07:47:06Z
271,Q82tQJyJwgk,"&quot;The 5090 is overkill when you play in 1440p&quot; -I fully get it and partially agree, but in many games, it cannot get even the 144Hz of the current monitors, let alone 165Hz/240Hz (in full preset without RT). Now imagine 4K. We just started getting into that resolution. My 144Hz monitor supports 165Hz OC via DSC, but I have it at comfortable 100Hz which I love. <br><br>Plus, capped frame rates and the GPU not only stays in cool levels, but the capping also helps in smoother gameplay since the GPU can be better in synchronization with the CPU. You can look it up, here, on YT. Capping the frame rates is good, end of story. Power consumption way less and the sync with the GPU culminates in smooth response times. It&#39;s like one straight line.",1,2025-01-26T10:45:46Z
272,Q82tQJyJwgk,$4000 grand plus for just a card in Aus is just ridiculous.,0,2025-01-26T01:11:25Z
273,Q82tQJyJwgk,"just love how we&#39;re accepting that this gpu costs TWO GRAND and pulls ~600W - that&#39;s more than the price of what I paid for my entire setup (pc, monitor, etc), and pulls more power than it as well. For context, I run a 5800X and 3080 Ti with a 1440p144 VA monitor and 1080p75 IPS monitor as my secondary. Sure, the 5090 performs great and is a chart topper, but I very much find a lot of enjoyment out of my current setup and have no incentive to upgrade, thank you very much",0,2025-01-24T21:32:26Z
274,Q82tQJyJwgk,Not a single benchmark for 5090 on YT focusing on VR performance 😢,0,2025-01-24T19:25:46Z
275,Q82tQJyJwgk,They have so many people reviewing this because it&#39;s the closest they&#39;ll ever get to being able to being able to have their own channel without competing with LMG.,0,2025-01-26T08:35:44Z
276,Q82tQJyJwgk,These charts really show just how big of a leap the 4090 was.,0,2025-01-26T09:20:30Z
277,Q82tQJyJwgk,The fact that a 4080 super to a 4090 gets you more performance in terms of a leap than a 4090 to 5090 does says a lot. <br><br>Wait for 6000 series if you have any 40 series gpu. <br><br>If you’re itching for more performance honestly a used 4090 is probably the best bet.,0,2025-01-28T04:39:33Z
278,Q82tQJyJwgk,"New Video Idea: Ask subscribers to link gaming PC sellers in their local markets, have a look at the seller&#39;s website and products, convert local currency to USD and see how much they are charging for the pre-built vs how much it actually costs if someone was to build it on their own. <br><br>I would suggest starting with the Middle East - Dubai/Qatar, with huge markups cause of the high GDP per capita.<br><br>Then move over to South and East Asia",0,2025-01-24T20:23:08Z
279,Q82tQJyJwgk,Remember when linus did reviews and not advertisements?,0,2025-01-26T00:10:50Z
280,Q82tQJyJwgk,This intro was so goofy and so awesome,0,2025-01-24T18:38:27Z
281,Q82tQJyJwgk,you know it&#39;s a serious review when you see there&#39;s a 18% letter count change.,0,2025-01-25T19:26:52Z
282,Q82tQJyJwgk,this flamboyant jazz hands presentation style was really not what i was looking for when watching this review.,0,2025-01-24T14:59:20Z
283,Q82tQJyJwgk,"he did boom, boom, boom, but didn&#39;t title the video &quot;our most massive review ever&quot;",0,2025-01-24T20:39:43Z
284,Q82tQJyJwgk,"Missed opportunity to add sponsor segment when <a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=24"">00:24</a>",0,2025-01-24T17:06:20Z
285,Q82tQJyJwgk,Why get the 5090? when a 5070 is performing like a 4090!<br><br><br><br><br>(Sarcasm),2,2025-01-25T08:15:49Z
286,Q82tQJyJwgk,Cant wait to own on of these in seven years.,1,2025-01-24T15:01:13Z
287,Q82tQJyJwgk,Thank you for not just covering game specs exclusively.  Some of us grew up and use Unreal Engine and AI agents all day so I genuinely appreciate the broader range of coverage!,0,2025-01-24T17:23:30Z
288,Q82tQJyJwgk,"Here me out, I’m sure this comment will get lost but just incase it doesn’t, after seeing those graphs, I want a retrospective review of the 1080ti, what a beast",0,2025-01-27T07:43:12Z
289,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=336"">05:36</a> 😂&quot;Architecture: -18% letter count&quot; 👌",0,2025-01-26T10:58:17Z
290,Q82tQJyJwgk,Wait till dlss 4 gets unlocked on older cards,0,2025-01-24T16:23:12Z
291,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=28"">0:28</a> The best part of this presentation!",0,2025-01-25T01:58:50Z
292,Q82tQJyJwgk,All the 4090’s popping up on marketplace now makes me happy,0,2025-01-28T23:43:35Z
293,Q82tQJyJwgk,"Im a professional game developer and Artist, so I actually need this. <br><br>This is where the cost is justifified for us, as Linus should be evaluating render time of 4K images on ComfyUI and such, because it&#39;s simply where we are going as well",0,2025-01-25T08:58:57Z
294,Q82tQJyJwgk,"I gotta say, I love this multi-host concept, it makes for a fresh viewing experience!",0,2025-01-25T11:13:14Z
295,Q82tQJyJwgk,My entire pc is half the price of that graphics card,0,2025-01-25T05:07:21Z
296,Q82tQJyJwgk,what the heck was that sponsor ad,1,2025-01-25T06:30:50Z
297,Q82tQJyJwgk,i think the bigger problem is the lack of proper optimization in alot of games,0,2025-01-25T01:28:03Z
298,Q82tQJyJwgk,No way this video had Linus doing “5 BIG BOOMS”,0,2025-01-24T21:22:45Z
299,Q82tQJyJwgk,Jensen Huang CEO of NVIDIA said thank you for buying the RTX 5090 now his jacket are so shiny than before.,0,2025-02-08T09:19:16Z
300,Q82tQJyJwgk,Too bad 50 series is a paper launch.,0,2025-01-30T19:24:20Z
301,Q82tQJyJwgk,"The xx90 is the only card they give a decent upgrade to now! Its ridicuous. Whats crazy is the 5070 is hardly more powerful than a 3080 10gb (without software enhancments), and theyre trying to say its better than a 4090 lmao. The 30 series over 20 series is the last and final good hardware jump we will ever see again.",1,2025-01-25T02:47:32Z
302,Q82tQJyJwgk,Finally I could play Star citizen without crashing during start. 😂😂,0,2025-02-08T15:24:57Z
303,Q82tQJyJwgk,people stopped spontaneously &quot;booming&quot; in keynotes since late Steve Jobs :( until linus brought it back,0,2025-01-26T02:58:26Z
304,Q82tQJyJwgk,Graphic Card❌ Graphic Bricks✅,0,2025-01-26T02:53:43Z
305,Q82tQJyJwgk,"almost an entire video without linus, almost cried",0,2025-01-25T12:33:13Z
306,Q82tQJyJwgk,Everyone in this video nailed their part. and it was fantastic to pay attention,0,2025-01-30T01:26:03Z
307,Q82tQJyJwgk,the difference in charts where they say &quot;impressive&quot; and &quot;not impressed&quot; is so small. I swear they just try hard to find as much negative to say as possible. 30% gain is great but 27% gain is &quot;unimpressive&quot;...wtf?,0,2025-02-08T20:48:16Z
308,Q82tQJyJwgk,"I think this is the video that makes me click unsubscribe.  I don&#39;t have a problem with the review, but the way it was presented.  Nvidia completely forgot about the people that put them on the map.  To present this in the way that should make everyone excited, doesn&#39;t really represent the way Tech tips got my interest in this channel.  They will limit production, the prices will get inflated even more, and just doodoo on the on the gamers.  They have a different line of products for production, while good to have the flexibility, it only limits the stock further.  While a 30% markup can be sustained for income (as you mentioned). This is hardly for your viewer base.  Exciting tech, yes.  I guess you don&#39;t really remember what it was like to have a limited source of income.  Like when you get a GPU to review and keep (or even sell in some cases).  Go ahead and promote a product that will just scalp your viewers money (or other creators &quot;Honey&quot;)  I still wish it was like the start of LTM.  You were the practical place to go for the average consumer.  Now you are just a corporation doing corporate things.  Unlike having to eat and pay bills, I can choose not to watch anymore.  I saying this in hope you can bring back some integrity in the future and I can enjoy the content again.  There is no need to apologize and have a reason why, you had plenty of time to fix this over the years.",1,2025-01-25T18:21:20Z
309,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=14"">0:14</a>, Legit..... Is today&#39;s editor rocking... RESOLVE?!? I thought LTT was still trying to replace adobe, but i guess it is 2025, my brain is still stuck in &#39;20-&#39;22.",0,2025-01-24T13:37:40Z
310,Q82tQJyJwgk,Love the guy who talked about AI benchmarks! Super dynamic and great to listen to.,0,2025-01-24T16:00:16Z
311,Q82tQJyJwgk,"sounds like, long story short, its worth it if you can afford it... which most of us can&#39;t",0,2025-01-26T00:23:26Z
312,Q82tQJyJwgk,"I felt I was really able to understand this video better the second time. There’s just so much, but y’all did a great job of conveying it. Loved the review, you should be very proud!",0,2025-01-24T20:11:23Z
313,Q82tQJyJwgk,600w no thanks,1,2025-01-28T18:17:40Z
314,Q82tQJyJwgk,The question is if you have the 4090 is it worth the upgrade? providing you can get your hands on one....,0,2025-01-26T05:58:26Z
315,Q82tQJyJwgk,"I want there to be an option that makes shaders bake the shadows into a layer that is applied directly to the texture and only recalculate shadows when I&#39;m hitting the fps limit.  The only shadow I really need in realtime is my player&#39;s shadow, and even then I could handle it updating every other frame as long as all the polygons in the frame update every frame.  Without shaders most games would run really fast since rasterization is really well optimized.  I purpose a list of objects and how long its been since their shadowmap was updated, then with the time left between frames the card can work through the list and update the oldest shadowmaps first.  This way you always bounce off the frame limit.",0,2025-02-04T23:48:35Z
316,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=23"">0:23</a> we got Linus bringing the boom before gta 6",0,2025-01-26T06:30:42Z
317,Q82tQJyJwgk,"Is anyone else feeling like game devs need to slow down on the graphical details so the midrange, affordable hardware can catch up?",0,2025-01-24T16:01:08Z
318,Q82tQJyJwgk,"Fantastic to know that Blackwell has 18% fewer letters than Ada Lovelace. <a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=345"">5:45</a>.",0,2025-01-28T10:27:11Z
319,Q82tQJyJwgk,Lotta info in 22 mins! I had my wisdom teeth removed a week ago too  🦷Still hurts 🤕,0,2025-01-26T00:30:30Z
320,Q82tQJyJwgk,Frame generation only working well on games that already run at a high frame rate... And at the cost of tons of weird artifacts and glitches.<br><br>It&#39;s the perfect analogy for AI in general. Sounds good until you look closer 🧐🤔,1,2025-01-29T16:41:10Z
321,Q82tQJyJwgk,I’m currently on a 3080 10GB OC and really hoping that the 5070/ 5070ti will be a big enough leap in performance to finally upgrade.,0,2025-01-24T16:30:47Z
322,Q82tQJyJwgk,"Random data point on retention at least for me. I saw the first graph, realized that it doesnt really improve much against the 4090, and decided that, what is the point.",0,2025-02-02T17:24:00Z
323,Q82tQJyJwgk,I&#39;ve never seen a new Flagship GPU review that&#39;s made me want the last generation version of it.,0,2025-01-24T19:14:26Z
324,Q82tQJyJwgk,too much words and trying to hard for attention,2,2025-01-25T00:14:31Z
325,Q82tQJyJwgk,"That first seque 🎂😂 and feel better Linus, you can have nuggets once healed up! 🦷",0,2025-01-24T18:56:16Z
326,Q82tQJyJwgk,For the price of amd compared to nvidia ill go with amd because im not wanting 200+ fps i am content with 120 fps for less than half the price,1,2025-01-24T12:57:43Z
327,Q82tQJyJwgk,Well done employees! It was refreshing not to see Linus but all the ghost creators doing the entire review ❤,0,2025-01-25T12:37:30Z
328,Q82tQJyJwgk,Now I really want a RTX 5090 cake...,0,2025-01-26T12:35:00Z
329,Q82tQJyJwgk,MFG is like Americans saying their car has 700 horsepower while having 50% driveline loss. 😂,0,2025-01-25T18:20:23Z
330,Q82tQJyJwgk,"I&#39;m genuinely curious to see how (in terms of gaming) the generated frames impact user performance. Seems pretty decent in singleplayer games but given that in the next few months/years we&#39;ll probably be seeing this tech in competitive situations, I&#39;d love to know whether the frame generation could be a negative or not.",0,2025-01-25T02:32:43Z
331,Q82tQJyJwgk,the 5090 getting average 58fps in 1440p black myth is insane,0,2025-02-06T12:38:23Z
332,Q82tQJyJwgk,Adaxum’s innovative approach to E-commerce integration is a game-changer. Joined the presale today!,0,2025-01-24T23:25:56Z
333,Q82tQJyJwgk,"Wrong info showed in the encoding of PAM3 at <a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=393"">6:33</a>. Each level (&quot;trit&quot; 1, 0, -1) is not translated to two bin bits. You can see you don&#39;t represent &quot;11&quot; for example. Instead, you use trit symbols to encode the bin bits, for example, trit level 1 then 1 again translates to bin 111. In reality, you use more symbols for a more efficient encoding - 7 trits to 11 bits.",0,2025-01-24T13:55:56Z
334,Q82tQJyJwgk,Can it run Crysis?,1,2025-01-30T18:57:33Z
335,Q82tQJyJwgk,Honestly this was the most boring video LTT ever made,1,2025-01-30T01:56:57Z
336,Q82tQJyJwgk,"Man, I can only hope one day Nvidia will make GPUs again.  Sure, the tech is cool, but I&#39;d rather see focus on a solid foundation of actual graphical processing, with neural shit being an additive that can be used to increase frames in exchange for some artifacts.  But it&#39;s treated as mandatory.  I&#39;d rather see something like a SOLID 120fps in those first graphs.  As much as that&#39;s overkill, and I&#39;m happy getting 60fps, or, depending on the game, even  30fps, I usually want to shoot for 120fps steady.  Especially in a game like Call of Duty.  And for $2,000, it just doesn&#39;t feel worth the money.  The ONE thing that is attractive is that 32gb of vram.  Devs seem to be getting more and more lazy with two things: Storage and vram.  My 8gb of my 2080 super are becoming inadequate, so it feels like, if I&#39;m gonna spend $1,000 on a 4090, I might as well jump to $2,000 for the latest, just based on that vram.  But I buy GPUs at the top end so I don&#39;t have to buy them for a while.  And I do like to max out the settings.  Honestly, I don&#39;t see the artifact in gameplay, but knowing they&#39;re there, and they could&#39;ve put more effort into proper raw performance bothers me greatly.",1,2025-01-25T14:02:40Z
337,Q82tQJyJwgk,"This card doesn&#39;t even feel like a new generation when the power usage, performance and price all increased at similar rates. Just feels like a new higher tier RTX 4000 series card.",0,2025-01-25T02:25:58Z
338,Q82tQJyJwgk,"CNNs are faster / more efficient than transformers, partly due to locality bias. The &quot;scaling&quot; Nvidia mentions is that transformers get better with more parameters / training in a way that CNNs don&#39;t. So the transformer is likely larger than the CNN, making it even more impressive that they are able to run in real time.",0,2025-01-27T13:39:22Z
339,Q82tQJyJwgk,"I feel like people are only comparing it to the 4090 which is underwhelming, but if you&#39;re upgrading from literally any other card (which is 99% of us) the 5090 is an insane jump in performance.",0,2025-01-28T14:15:39Z
340,Q82tQJyJwgk,Thank you for including 30 series,0,2025-01-25T04:51:33Z
341,Q82tQJyJwgk,"Nice room heater, a little too costly btw",0,2025-01-24T16:45:00Z
342,Q82tQJyJwgk,20 minutes explaining why the 5090 is a pile of shit,1,2025-01-30T22:06:53Z
343,Q82tQJyJwgk,Adaxum’s innovative approach to E-commerce integration is a game-changer. Joined the presale today!,0,2025-01-24T23:26:10Z
344,Q82tQJyJwgk,Adaxum’s innovative approach to E-commerce integration is a game-changer. Joined the presale today!,0,2025-01-25T19:40:23Z
345,Q82tQJyJwgk,"I don&#39;t think i usually comment but this video was amazing being hosted by so many talented hosts, what a showcase of the talent at LTT &amp; the product was fine as well i guess :D",0,2025-01-25T09:38:25Z
346,Q82tQJyJwgk,"Haven&#39;t been in the gpu flow for almost 10 years.. Things have improved SO MUCH 😳 <a href=""http://so.much.tech/"">SO.MUCH.TECH</a>",0,2025-01-24T20:45:47Z
347,Q82tQJyJwgk,Guess I&#39;ll wait for the 7090 to hit the &#39;affordable&#39; tier in 2035.,0,2025-01-28T02:39:33Z
348,Q82tQJyJwgk,"5090 selling on ebay 9000$, an empty picture frame with 5090 sold for 2000$",0,2025-01-31T23:22:56Z
349,Q82tQJyJwgk,I got the 5090 FE.<br><br>Runs hotter and louder than my 4090.,0,2025-02-01T19:18:59Z
350,Q82tQJyJwgk,"Wow, Nice job on Nerding out on this card. Great info",0,2025-01-24T17:23:01Z
351,Q82tQJyJwgk,Why is there no RTX 5080 reviews anywhere. They are dropping together,0,2025-01-25T22:44:15Z
352,Q82tQJyJwgk,We need SLI support so we can run dual 5090s in one rig,0,2025-01-31T21:27:21Z
353,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=950"">15:50</a> Meow?",1,2025-01-24T19:06:06Z
354,Q82tQJyJwgk,Love the Video. Would it be possible to get the AI results on the labs website as well. Have a great day everybody!,0,2025-02-05T13:35:25Z
355,Q82tQJyJwgk,No way -18% letter count,0,2025-01-27T15:00:19Z
356,Q82tQJyJwgk,Ah consoles. Can just play any game and not worry about computer components,0,2025-01-25T12:12:57Z
357,Q82tQJyJwgk,"This was one of the best product review videos out of LTT in a very long time. Linus mentioned it reminded him a bit of the old days of doing reviews with multiple people handling different segments on WAN Show and I agree. This excellent format kept a heap of content flowing and engaging for the viewer. I hope to see more like it in the future. <br><br>As for the content and conclusions, I&#39;m &quot;meh&quot; on the 50 series as I was on the 40 series mainly down to the price-to-performance ratios provided. hoping AMD can pull something out of their hat with their coming hardware or I&#39;ll be sticking back in the stone ages for at least one more generation it seems.",0,2025-01-25T20:14:55Z
358,Q82tQJyJwgk,Davids &quot;Fifty Niny&quot; hits me every time :D,0,2025-01-25T10:40:50Z
359,Q82tQJyJwgk,"So, Nvidia will now use AI to make graphics look generic and disturbingly uncanny in an instantly recognizable and unappealing way.  And charge a ridiculous amount of money for it... awesome...",0,2025-02-08T21:22:36Z
360,Q82tQJyJwgk,"I really dont like that all of you guys talk/present as if you are rushing somewhere, as if you dont have time because you have to make other videos as well. Please present like the video editor and Dan, calm, nice and easy tone and easy to follow.❤",0,2025-01-30T01:21:04Z
361,Q82tQJyJwgk,Oliver did so well on camera,0,2025-01-26T23:45:34Z
362,Q82tQJyJwgk,"Oliver seems like a chill dude, what games he play",0,2025-01-25T09:57:22Z
363,Q82tQJyJwgk,In the presentation it sounds like DLSS4 is exclusive to the RTX5k series but it also works with the RTX4k series.,0,2025-01-24T22:03:24Z
364,Q82tQJyJwgk,Thanks for including the 1080 TI! 🥲,0,2025-01-25T09:20:18Z
365,Q82tQJyJwgk,I need this same Title and Enthusiasm for the 9070 XT when it comes thanks in advance.,0,2025-01-25T22:21:33Z
366,Q82tQJyJwgk,Yeah my 3080 isn’t getting replaced anytime soon,0,2025-01-24T16:31:09Z
367,Q82tQJyJwgk,Some of us appear to have been right all along. Always wait for reviews.,0,2025-01-24T20:34:54Z
368,Q82tQJyJwgk,"fun thing  the funder edition is unoptainium in Quebec, Canada since the box doesn&#39;t have french on it..",0,2025-01-30T17:42:40Z
369,Q82tQJyJwgk,"Unfortunately Alex&#39;s explanation of problems with CNN is just completely wrong.<br><br>CNNs process each patch of the image in parallel, there&#39;s no performance issue in scaling it up. <br><br>The key difference between CNNs and Tranformers is that CNNs have a bias towards local information, whereas transformers don&#39;t, so they can outperform  CNNs in many cases.",0,2025-01-25T02:32:14Z
370,Q82tQJyJwgk,Adaxum’s presale bonuses made it an easy decision for me. Locked in my position early!,0,2025-01-24T23:26:06Z
371,Q82tQJyJwgk,I would need to sell 2 of my current setups to buy this 💀,0,2025-01-24T14:00:25Z
372,Q82tQJyJwgk,are you warming up your test monitor for your LDAT test?  A cold monitor might have given slightly delayed results for MFG off?,0,2025-01-24T14:02:45Z
373,Q82tQJyJwgk,So what system specs would best support the 5090 to date?,0,2025-02-06T09:00:24Z
374,Q82tQJyJwgk,GPU&#39;s coming out as fast as phones nowadays...,0,2025-01-28T16:12:52Z
375,Q82tQJyJwgk,Paid advertising is my favorite review,0,2025-01-24T13:50:15Z
376,Q82tQJyJwgk,Jake sounds EXACTLY like Kermit the Frog.<br>I&#39;ve never seen them both in the same room. Just saying...,0,2025-01-29T17:16:53Z
377,Q82tQJyJwgk,I got a notification about this video on my old phone.,0,2025-01-25T16:39:47Z
378,Q82tQJyJwgk,Imagine making games for high end PC’s when majority of players don’t have even mid-range PC…,0,2025-01-26T14:36:28Z
379,Q82tQJyJwgk,"Besides the review and the card itself, love the whole team presentation effort !",0,2025-01-25T04:05:29Z
380,Q82tQJyJwgk,we need redshift or octane benchmarks!🤗,0,2025-01-24T19:28:00Z
381,Q82tQJyJwgk,"I am more glad every day i nabbed a 4090 under MSRP on a good deal in the UK 2 years ago, with the 5090 being such a trivial update this thing will still be top tier another 3 plus years and I will easily get more than my moneys worth from it. When I first got it I was a bit like hmm am I a bit mad but now it was well worth it given how big of a jump it was from the 3090 and how long it will last and run everything I need maxed out.",1,2025-01-24T12:49:23Z
382,Q82tQJyJwgk,Dan always has reminded me of someone and I only now figured it out.. Barclay from Star Trek TNG!,0,2025-01-24T20:37:44Z
383,Q82tQJyJwgk,"&quot;The RTX5090 is a $2000 fuck you, gamers machine.&quot;",0,2025-01-24T14:32:19Z
384,Q82tQJyJwgk,My 980ti is so old its not on charts anymore😂,0,2025-01-24T13:05:22Z
385,Q82tQJyJwgk,Me watching this knowing I can never own this kind of pc specs :&#39;),0,2025-01-24T13:28:40Z
386,Q82tQJyJwgk,"5090 is great and all, but I think people will be happy to get this level of detail breakdown for the rest of the RTX 50 series since that’s what we’ll actually be interested in buying",0,2025-01-27T01:42:23Z
387,Q82tQJyJwgk,"Remember when people cried and cried about the $700 PS5 Pro?  That was an entire gaming system.  How much is this?  $2,000. And, it&#39;s JUST the video card ... and it&#39;s sold out ... and people can&#39;t wait to shell out more money. And the step below this is like $1000.<br><br>But, that entire gaming system for $700 ... that&#39;s unreasonable! That&#39;s CRAZY!",0,2025-02-03T22:35:49Z
388,Q82tQJyJwgk,All I got from this video was that I’m an idiot,0,2025-01-26T03:26:38Z
389,Q82tQJyJwgk,"Your forgot to include the words &quot;flat linear progression&quot;.  People will still buy this card, but it&#39;s funny how they debuted with the fastest of the bunch, the 4090ti.",0,2025-01-26T12:55:08Z
390,Q82tQJyJwgk,Very cool to see more of the LTT staff onboard for this review. It also makes it more digestible to see faces other than Linus (no offence).,0,2025-02-01T05:54:43Z
391,Q82tQJyJwgk,"Still rocking the 1080ti from 2016, playing 2160p since 2016 too",0,2025-01-26T04:16:23Z
392,Q82tQJyJwgk,alright 2 more Years for my Laptop with a 3070  <b>-</b>,0,2025-01-25T03:11:50Z
393,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=1295"">21:35</a><br><br>Me, poor and using RTX 3070: Damn just @me next time.",0,2025-02-03T06:02:57Z
394,Q82tQJyJwgk,They should just sell the softwere at this point,0,2025-01-24T23:07:00Z
395,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=28"">0:28</a> I’m so sorry your brother passed away he gets 3 big booms 💀",0,2025-01-24T16:59:48Z
396,Q82tQJyJwgk,"I won&#39;t lie, the productivity reviews are almost pointless for me. Why? Completing work = the only shit that matters.",0,2025-01-25T14:28:54Z
397,Q82tQJyJwgk,DLSS bad: Customers,0,2025-01-30T05:52:01Z
398,Q82tQJyJwgk,Nvidia will see how disappointing this will be when it probably wont even sell out,0,2025-01-27T07:22:39Z
399,Q82tQJyJwgk,great video. in-depth enough to be interesting for enthusiasts; digestible enough to understand while drunk,0,2025-02-02T08:15:26Z
400,Q82tQJyJwgk,Heyo! My 1080 Ti is still featuring in the benchmarks 💪,0,2025-01-24T16:33:01Z
401,Q82tQJyJwgk,"My kidneys are safe, not going to spent  $2000+ on a card that can&#39;t perform and is all about ai. Not to even mention the power it needs and the price in Euros will be even more.",0,2025-01-24T23:40:36Z
402,Q82tQJyJwgk,"I know cats that would love that cat cave, sadly mine is not one of them... he even hates boxes!",0,2025-01-24T20:02:02Z
403,Q82tQJyJwgk,bro really hit 5 big booms,0,2025-01-25T15:19:14Z
404,Q82tQJyJwgk,And these stupid prices are the reason I jumped over to apple and a Mac Studio for work and a ps5 / steam deck for gaming . Not prepared to be ripped off anymore,0,2025-02-01T20:12:28Z
405,Q82tQJyJwgk,"2k$ American. <br>6k$ Canadian...... a damn 3080 is 2,500$ damn taxes and good health care 😡",0,2025-01-24T13:49:56Z
