publishedAt,comment,sentiment_label
2025-01-07 17:39:21-05:00,The 5090 alone costs more than my entire setup which includes a 32 inch OLED monitor.,Negative
2025-01-07 17:42:47-05:00,"Lets face it everyone.  With games wanting to use Raytraced lighting and other gimmicks for dynamic graphic fidelity and games moving away from static highly optimized scenes, there is no getting around anymore needing frame generation to get decent FPS.  It's the future and there's no going back.   Unfortunately, the side effect means that game developers will spend less time on optimizations.  The real issue then becomes do the upscaled resolution generated frames look good enough compared to straight rasterized frames scenes as a trade-off, including any issues related to movement, even when operating in 4k?   If not, then users need to fight back against it.",Negative
2025-01-07 17:43:53-05:00,6:40 probably your siblings wouldn’t pay 2000$ msrp for a graphics card,Negative
2025-01-07 17:44:53-05:00,"9:56 120,000 watts????????",Neutral
2025-01-07 17:49:34-05:00,He looks like the storm that is approaching,Neutral
2025-01-07 17:49:51-05:00,The prices are still prohibitively expensive. I will skip the 50 series and run my 3080ti until it wears out or I win the lottery of something. I am tired of $2000 or even $1000 cards.,Negative
2025-01-07 17:54:26-05:00,"Naaah this video card will cost your mum and dad, no thank you",Negative
2025-01-07 18:16:14-05:00,"This gives me the ""Hey kid you want some 5090? come to my truck"" ahh kind of kidnapping LMAO would be lured too tho",Neutral
2025-01-07 18:16:42-05:00,He's doing a Steve Jobs 2.0,Neutral
2025-01-07 18:18:55-05:00,"I don't buy/play games to watch 4 fake, AI-generated frames for every 1 real, natively rendered frame. I hate AI-generated music videos and album covers too. There's too much AI integration in modern entertainment media. Nvidia needs to get back to a focus on improving native rendering while at the same time, improving power efficiency.",Negative
2025-01-07 18:20:19-05:00,Linus : touches the 5090 People way over there : 👁👁,Neutral
2025-01-07 18:28:24-05:00,I was surprised to see wicked as a sponsor. I replaced the pads on my Bose with them years ago and they are still in great condition today.,Positive
2025-01-07 18:31:12-05:00,"""and if everything is fake frames, nothing will be"" 15:1 (fake frames:Native frame)is the way god intended us to game, it's the golden ratio.",Neutral
2025-01-07 18:35:44-05:00,"this is all a sham, they only make cards BARELY better than prev tier to get ppl buy them. they could ezly make cards 10x the power of 4090 right now, its all about money.",Negative
2025-01-07 18:38:31-05:00,I'm not gonna act like i understood what he said but i'm going to say that people are looking forward to the RTX 50.,Positive
2025-01-07 18:39:03-05:00,Thats why i bought nvidia stocks since 2016,Neutral
2025-01-07 18:41:21-05:00,"Way too overlighted and stiff , same bubble different jacket. But players will be playing, your pricing sucks.",Negative
2025-01-07 18:42:57-05:00,"3:34 That face scream ""Please help me!!"" either he's very tired and struggling to seem excited or he has a gun pointed at him🤣",Negative
2025-01-07 18:59:10-05:00,11:51 props of the editors that was an amazingly good sync,Positive
2025-01-07 18:59:47-05:00,Don’t buy it everyone well if you wanna play your games on 20 FPS,Neutral
2025-01-07 19:00:36-05:00,11:05  Tutorial how to shit on your previous buyers 😆,Neutral
2025-01-07 19:10:49-05:00,"Keep in mind that the 4090 has 50% Cuda cores than the 3090 ti, while the 5090 only has a smidge above 30% more Cuda Cores",Neutral
2025-01-07 19:18:38-05:00,well i have rtx 3060 and gonna stick on it for 3 more years so .... let them fix those jitters @ 6:15 and release a newer version then we will see ...,Neutral
2025-01-07 19:22:01-05:00,4:50 Bring back shaggy scruffy Linus.,Neutral
2025-01-07 19:23:56-05:00,What you guys fail to realize is that Jensen himself might be a CGI generated image projection himself running on the RTX 5090 GPU! lol He might not even be there in person but a mental projection of his digital self like from The Matrix!,Neutral
2025-01-07 19:26:19-05:00,"Idk how can anyone say frame gen and upscaling looks pretty good, maybe if you slowly walk and slowly pan around the camera, anything faster than aaa gameplay and it completely falls apart. Not to mention input lag.",Negative
2025-01-07 19:29:23-05:00,His jacket got the ultimate ray tracing 🔥🔥,Positive
2025-01-07 19:30:04-05:00,Can't wait for even more poorly optimized games,Negative
2025-01-07 19:32:16-05:00,Double FPS from Frame generation is NOT the same as double FPS from raw power alone,Negative
2025-01-07 19:34:37-05:00,"Stop praising them for the ""price cut"" on the 5080. It only appears that way because they screwed everyone on the $1200 price tag of the 4080 which it never should have been. But now they get to be the heroes because they so graciously cut the insane price down to only $999. The 980 launched at $549.",Negative
2025-01-07 19:34:50-05:00,RTX was enabled on his jacket,Neutral
2025-01-07 19:36:01-05:00,This video is generated by ai,Neutral
2025-01-07 19:43:01-05:00,All that just so AAA studios can keep pumping out half assed games no one wants to play.,Negative
2025-01-07 19:45:36-05:00,Does the 5070 know about this?,Neutral
2025-01-07 19:46:16-05:00,IGN gave is jacket a 7 !!! Also no your gpu's made and allowed your company to get this big to then in turn do all those people wrong !! Who have been loyal gpu buyers had it not been for them you wouldnt have your ai .. so maybe treat those people a little better .. also ray tracing is still a gimmick on 70% of your cards !! Yeah we all have a 2k gpu ... dude is so out of touch.. 549 yeah where ??,Negative
2025-01-07 19:49:37-05:00,"With that jacket he looks like old Michael Jackson playing ""bad""🤣",Neutral
2025-01-07 19:54:05-05:00,RTX4090 sell for $200 second hand,Neutral
2025-01-07 20:12:59-05:00,"CUDA cores are similar to last gen. If your game doesn't support DLSS, frame generation, and ray tracing based on previous generations, it seems like a 20%-30% uplift over last gen would be reasonable to me. So a 5070TI is a 4080 Super and a 5080 is still 20% shy of a 4090 without any AI trickery. We'll see if I'm wrong.",Neutral
2025-01-07 20:20:06-05:00,Linus got paid well for this advertisement,Neutral
2025-01-07 20:23:23-05:00,The look back at the nvidia employees is the most dark and harrowing thing I've seen in a linus video. They look at him and the camera like they are gonna dump his body in a swamp tomorrow,Negative
2025-01-07 20:46:57-05:00,"That seg way was super sneaky so I actually watched the whole ""ad"" for once. Good job.",Positive
2025-01-07 20:51:58-05:00,36ms input lag with 268 frames is wildly shit,Negative
2025-01-07 20:52:40-05:00,Got my ADX tokens locked in during the presale—don’t sleep on this one for gains!,Positive
2025-01-07 20:53:01-05:00,The ADX tokenomics make so much sense for long-term holders. Joined the presale for the best price!,Positive
2025-01-07 20:53:07-05:00,ADX has massive potential to 50x. Secured my tokens during the presale!,Positive
2025-01-07 20:53:45-05:00,"Just going based on the latency comparisons you can see at 4:38, it's looking like the pure non-AI raster performance increases here are very small.   Doing some rounding, the 35 ms latency of the 5090 gives 1/0.035 ~= 29 natural frames, where the 4090 37 ms gives 1/0.037 ~= 27 natural frames. This seems pretty in line with the original raw natural framerate numbers we've seen in Nvidia's own material from the 5090 and 4090 videos using no AI frame generation. Basically, no matter how many AI frames you cram in, the latency will still feel like 27fps without the natural frames to work with. Even if the AI frames look absolutely perfect, I feel we have hit a point of diminishing returns here.",Neutral
2025-01-07 20:59:09-05:00,Where is 5030?,Neutral
2025-01-07 20:59:13-05:00,Nice as it is. As someone with a 4090 that's been my favorite workhorse computer component ever. I will likely wait till the 6090 in a few years. Then I will likely upgrade.,Positive
2025-01-07 20:59:26-05:00,I literally bought the 4070 ti super the day before this announcement...someone give me some copium PLEASE,Neutral
2025-01-07 21:04:39-05:00,I appreciate the team finding a way to disclose they were being supervised by multiple NVIDIA employees during this. 🙏,Positive
2025-01-07 21:11:02-05:00,any one else tune out @9:50,Neutral
2025-01-07 21:11:11-05:00,Wtf is up with the ai comments glazing the video,Negative
2025-01-07 21:17:01-05:00,holy shit he changed his jacket,Neutral
2025-01-07 21:21:07-05:00,"No Linus, lets talk raw performance, how much is 5090 in real life in rasterezation so we can conclude how much on average the 5090 is better than a 4090, majority wants that cuz from MSRP perspective at launch these cards are just 400$ difference, the 4090 and the 5090, I want to know if I don't rely on DLSS how much is the  5090 better in rasterasation from the 4090 how much FPS/ % we talk about here, and no one showing it and even talking about it, makes me thing that 5090 with is AI and DLSS is a just a bit faster than 4090. Pure and simple.",Neutral
2025-01-07 21:36:58-05:00,but what happens when the card ai fails to generate a frame oh boy here we go,Negative
2025-01-07 21:42:47-05:00,Bro how did they not realize they played this twice lmao,Negative
2025-01-07 21:56:40-05:00,Can 5070 Handle Ray tracing and give us 120+ FPS ?,Neutral
2025-01-07 21:57:35-05:00,"pass, i am happy with my 4060",Positive
2025-01-07 22:01:53-05:00,We got RTX 5090 which is capable of running GTA VIII before GTA VI,Neutral
2025-01-07 22:09:15-05:00,I wonder how much this cost,Neutral
2025-01-07 22:16:01-05:00,We need to make a new crypto currency called artificial money and give it to Jensen.,Neutral
2025-01-07 22:17:19-05:00,"And all this can be yours for the low low price of $129,000 (Edit, i feel stupid now)",Negative
2025-01-07 22:19:17-05:00,My man here is one GPU away from looking like space dad in Megamind,Neutral
2025-01-07 22:24:31-05:00,IGN... its 2025... how are these videos not 4k? Watching this on a 4k screen looks crap lol,Negative
2025-01-07 22:27:07-05:00,jackie chan is the future,Positive
2025-01-07 22:39:51-05:00,Mind control,Neutral
2025-01-07 22:50:41-05:00,And that's why we need AMD to step up and produce a series of products to match Nvidia.,Neutral
2025-01-07 23:06:45-05:00,So can we talk about 3:22 when the display connected to the 5090 blacked out as soon as Linus closed the case??,Neutral
2025-01-07 23:19:43-05:00,Ray traced jacket,Neutral
2025-01-07 23:38:18-05:00,"4:40 ok so it's only AI, 36 vs 38 milliseconds render time basically means these have the same underlying framerate and latency",Neutral
2025-01-07 23:49:03-05:00,That character model looked mad weak tho,Negative
2025-01-07 23:50:54-05:00,I just love to see flagship gpus get high fps letters in high quality games even though I can barely afford a 1050,Positive
2025-01-08 00:08:01-05:00,but still we add 128 bit memory bus...,Neutral
2025-01-08 00:15:26-05:00,His presentation like Elephant CAN FLY,Positive
2025-01-08 00:40:26-05:00,Bring back EVGA cause yall suck without them,Negative
2025-01-08 00:52:28-05:00,"6:33 interestingly, the way the numbers and lights blur is exactly how the world looks for me when I’m not wearing my glasses",Neutral
2025-01-08 01:04:41-05:00,so for 5090 gpu u have to sell one of ur kidney :/,Negative
2025-01-08 01:14:23-05:00,"Andrew Dice Clay called and said ""Hickory Dickory Dock...""",Neutral
2025-01-08 01:14:30-05:00,He really is being held hostage 6:01,Negative
2025-01-08 01:55:17-05:00,"Yes, but will it run on linux?",Neutral
2025-01-08 02:19:13-05:00,these graphics cards are built for a lot more than the average user does but they are still great,Positive
2025-01-08 02:43:52-05:00,Nvidia really tryna sell us ChatGPT FPS,Neutral
2025-01-08 02:54:31-05:00,Thanks!,Positive
2025-01-08 02:55:34-05:00,"Nvidia finally outdone themselves by providing the sales engine (reviewers, influencers etc.)  with the right fuel. With the wide availability and prices anywhere near the announced msrp Nvidia and anyone praising RTX5000 series release will loose credibility. I mean how can you stand there and tell people who bought a RTX4080 super for Christmas that you are releasing a dual slot/fan card with up twice the performance at near or the same price the month after they bought their card?! Not to mention using game bundle offer by the sellers for the grounds on which return of such card can be refused should the customer change their mind or come across a freaking RTX5000 series! Word comes to mind: Theft!  Damage mitigation in form of rasterization performance comparison or a DLSS4 update release for RTX20.. and up cards which cannot take meaningful advantage of it is not going to cut it. At the end of the day it is the end user experience that matters and not product datasheet. Disappointed RTX4080 Super owner.",Negative
2025-01-08 02:56:43-05:00,"Look at this, it only have 2 fans !!",Neutral
2025-01-08 02:58:52-05:00,Well this is all too interesting.  Myself I am a chess enthusiast and one of the chess engines out there Leela Chess Zero uses CUDA cores  to calculate its moves.  One of the odd things I learned was that anyone who had a 4080 or a 4080 Super could get similar nodes per second search versus a 4090. There was very little difference in performance and I'm not sure why that would be the case since the 4090 had way more cuda cores than a 4080 or 4080 Super.  I would love to see how a 5080 and 5090 would perform in the chess starting position using any BT4 Network available and show the posted results.,Positive
2025-01-08 03:07:31-05:00,2200$ at least or maybe more 😂😂😂😂,Neutral
2025-01-08 04:01:51-05:00,"Those robots coming up on stage gave me ""Justin Hammer"" drone vibes. Are we sure we didn't just witness a super-villain moment? Because it felt like we did.",Neutral
2025-01-08 04:24:03-05:00,Another new card where developers can release their games more unpolished than ever before yaayyyy…😶‍🌫️,Neutral
2025-01-08 04:37:02-05:00,Love the way how they present new tech what it can do. Sadly there was like 2 games that fully used all new tech of 40 gen cards that was cyberpunk 2077 and Alan wake 2 maybe? So we can buy this new gen and expect to have good memories of what? GTA 6? wow.... buy buy buy i guess.....,Positive
2025-01-08 04:59:08-05:00,not sure we needed the intro twice..,Neutral
2025-01-08 05:04:57-05:00,Pretty sure you can change the dll dlss to the 4.0 ones if you're on pc 😮,Neutral
2025-01-08 05:46:51-05:00,So this 5 series is whole big bs thing for real just for money sink?,Negative
2025-01-08 06:40:27-05:00,I cannot be the only one noticing that shadow staying there after the person walked away at 5:29 right?,Neutral
2025-01-08 06:55:16-05:00,i think this is just to hype up ai tbh,Neutral
2025-01-08 06:56:49-05:00,I like real frames better than fake frames all day every day,Positive
2025-01-08 07:07:23-05:00,Can it play minecraft….  With max render distance,Neutral
2025-01-08 07:08:15-05:00,"1:21   Yeah, but only with the new Frame Generation x4 Activated. Other than that the 5070 is only like 20 percent faster as a 4070.",Neutral
2025-01-08 07:10:02-05:00,In no world am I accepting these prices for a fucking hobby. I'll wait to see how next gen goes.,Negative
2025-01-08 07:16:17-05:00,So now we are paying to have artificial intelligence not a gpu 😂,Negative
2025-01-08 07:55:50-05:00,"2 years from now, Im definitely getting the 6090",Positive
2025-01-08 08:00:57-05:00,"Those bastards knew what they were doing by not letting you change the settings, I really want to see the difference of both systems running natives res.",Negative
2025-01-08 08:11:09-05:00,wow. people are so desperate and delusional. they will really buy this LMAO. frame gen and dlss update for 999$,Negative
2025-01-08 08:32:38-05:00,Our new hero: Captain Ray Tracing,Positive
2025-01-08 08:42:17-05:00,"I love how the selling point is basically ""If you know what to look for it's not the best, but if you put someone less knowledgeable in front of it then they probably won't notice so it's good!""",Positive
2025-01-08 09:09:29-05:00,Lol 4090 owners are so salty right now.,Negative
2025-01-08 09:43:03-05:00,if i want frame gen....il just use my TV,Neutral
2025-01-08 10:30:50-05:00,Oh thats a big no bueno,Negative
2025-01-08 10:37:31-05:00,Meh. 3000 series is still good nowadays.,Positive
2025-01-08 11:15:22-05:00,He upgraded his jacket lol,Positive
2025-01-08 11:23:02-05:00,At this point it’s like a new iPhone reveal every year,Neutral
2025-01-08 11:24:13-05:00,"""all settings cranked"" >dlss set to performance mode, LOL",Neutral
2025-01-08 12:35:01-05:00,Why isn't the 5090 in a crocodile skin case?,Neutral
2025-01-08 13:10:26-05:00,I’ve been wanting to replace my 3090ti SLI setup and I like this is it.,Positive
2025-01-08 13:13:05-05:00,"LOL 3:24 the monitor shut down when He hit the lid, I can't 🤣",Neutral
2025-01-08 13:50:43-05:00,everyone hating on ai computer generation. when its better,Negative
2025-01-08 14:07:52-05:00,"If AI is now part of the performance benchmark, then it is equivalent to NVIDIA admitting that they can't make any chip that actually can go faster now, so it is not worth buying any newer chip from them at all.",Negative
2025-01-08 14:28:10-05:00,This guy is wearing the most expensive looking leather jackets I have seen on a CEO 😄,Positive
2025-01-08 14:40:36-05:00,"Cable is ""nice?"" It still covers the lighting! Stick it on the corner or the end!",Positive
2025-01-08 14:48:39-05:00,G forces have always been revolutionary I've used several other different models in modded computers doing game content that our computers didn't have the ability to do. I don't know why Nvidia stock dropped in any ways due to the fact that they invented all of it with the help of the gamers that benchmarked all of it thank you can't wait to be able to design my own games for you to be able to enjoy thank you again.,Positive
2025-01-08 14:49:01-05:00,"8:29 I am surprised to see RTX 5070 has 6144 cuda cores and RTX 4090 has 16,384 CUDA cores. Probably RTX 5070 is not good for productivity purpose.",Negative
2025-01-08 15:08:37-05:00,"Can't change the settings.  Yeah because as you stated the 5090 was running Frame gen 3x to make it look better than it was.  Turn that shit off and then put them head to head and that difference will suddenly be about 20 fps instead of 120.  Don't get me wrong, I like the tech, but if we feel we have to rely on it to bandaid other shortcomings then I think we went the wrong direction here.",Negative
2025-01-08 15:26:37-05:00,4:18 real raw RTX 5090 performance without fake upscalers in 5 years old game. Yeah!,Positive
2025-01-08 15:42:49-05:00,"Comparing a GPU with DLSS 4 vs DLSS 3.5 and saying ""performance doubled"" is BS. It's like winning a race by starting at the finish line. Only benchmarks without DLSS give you a clear picture of the performance.",Negative
2025-01-08 16:29:25-05:00,Such a Steve-Jobs-Apple-vibes keynote.,Positive
2025-01-08 16:32:02-05:00,🔥 Looking forward to seeing real world numbers,Positive
2025-01-08 18:24:47-05:00,5:58 you can see the double frames when he turns but this doesnt happen with the 4090. Ill keep my 3090 for a few more decades. Hope you got out safely Linus.....,Neutral
2025-01-08 18:40:37-05:00,Side note : AI edited this video so therefore made a mistake by repeating the same video twice!,Negative
2025-01-08 19:11:29-05:00,This whole presentation is Ai generated,Negative
2025-01-08 19:15:44-05:00,"I will pay with fake money for these fake frames. Better yet, why not just buy a 3060 if it's DLSS enabled anyway. Whats the fucking point.",Negative
2025-01-08 20:08:13-05:00,"They should stop calling laptop rtx 5090. It is not. It is 5080. It is just misleading. If you want to make a laptop with 5090, do it. Don't make it 5080 and call it 5090 !!!",Negative
2025-01-08 20:23:05-05:00,"OK, send 2 RTX 5090 to my home later, I am in need",Neutral
2025-01-08 21:00:52-05:00,Went from not owning games to not owning frames,Negative
2025-01-08 21:28:09-05:00,"I just switched up my Roth IRA to 50% SCHD, 25% SCHX, 25% SCHG, and my Roth 401k is 70% vanguard S&P 500 index, 20% vanguard growth index, and 10% vanguard international index. Seeking best possible ways to grow $350k into $1m+ before retirement",Positive
2025-01-08 21:53:24-05:00,Nobody questioning IGN still uploading in 1080p in 2025??? This would be more impressive at a higher resolution...as usual.,Positive
2025-01-08 23:25:47-05:00,I feel bad for the suckers that will spend their hard earned money on something that is very clearly overpriced and offers not much more than a software based performance gain. It’s almost like they’re testing how little they can offer and how much people will pay for it.,Negative
2025-01-09 00:49:29-05:00,"What? $10,000 PC? Are you delusional? An average high-end build costs nowhere near half that. Your video card costs as much as most PCs. Someone is lying to themselves.",Negative
2025-01-09 02:12:58-05:00,Everyone rocking Murphy clothes :D,Positive
2025-01-09 02:16:58-05:00,Click bait on repeat what a discgrace,Negative
2025-01-09 02:27:08-05:00,Projects like Adaxum don’t come around often. Secured my ADX tokens before the presale sells out!,Positive
2025-01-09 02:27:10-05:00,"If whales are eyeing Adaxum, that’s a bullish sign. Joined the presale today!",Positive
2025-01-09 02:27:23-05:00,linus should act on the next deadpool movie,Neutral
2025-01-09 02:27:23-05:00,ADX is set to disrupt the market with its innovative E-commerce solutions. Locked in my presale tokens today!,Positive
2025-01-09 02:27:31-05:00,ADX is a token to watch—this presale is only the beginning of something massive.,Positive
2025-01-09 02:27:33-05:00,"so a moderate fps increase in ""normal"" games, and a bunch fps increase in games with DLSS. it would be sick if any game could have DLSS just straight out of the box, no tinkering. Just enabling it from the nvidia overlay etc.",Neutral
2025-01-09 02:27:59-05:00,"Whales are quietly accumulating ADX, and I’m glad I got in before the big wave.",Positive
2025-01-09 02:28:01-05:00,"ADX is a hidden gem right now, but it won’t be for long. Locked in my position early in the presale!",Positive
2025-01-09 02:31:41-05:00,Linus is entertaining if you realise he's nothing more than some dodgy QVC sales rep on steroids.,Negative
2025-01-09 02:35:15-05:00,I’d rather have a Gpu using raw power to achieve good fps rather than a Gpu fully dependent on AI to generate fps.,Neutral
2025-01-09 02:50:59-05:00,"Since when is it a good idea to angle your power connector in such way that it covers up the led grforce rtx logo? ''Potentially warehouse workers that arent gonna need to move things around anymore...'' - that means no need to employ real people anymore right? No holidays ,no sick days,  24/7 without any breaks. Let's see how that works in the future...",Neutral
2025-01-09 02:51:31-05:00,Can't wait to play roblox on this,Positive
2025-01-09 02:57:17-05:00,My 4060 also has dual fans,Neutral
2025-01-09 03:00:56-05:00,can i have a 5090 for free? im poor,Negative
2025-01-09 03:01:39-05:00,Man I can't wait to get my PC with the RTX 5080 on it nvidia cooked with the 50 series,Positive
2025-01-09 03:02:01-05:00,"4090 was using the CNN/Old DLSS 3 model. 5090 was using the new DLSS 4 Transformer model, otherwise MFG wouldn't work? Not an equal comparison then... Still happy to get 4.25/5 of the new DLSS features for my 4090 though.",Positive
2025-01-09 03:02:45-05:00,I would love it if you guys could cover some explanation for why NVIDIA decided to cheat on their generative AI benchmark by running the 50 series cards on a FP4 quant and the 40 series on an FP8 quant (per their own small text on the benchmarks). It seems like a weird choice to so blatantly try to pump the numbers up when the game's benchmarks seem fair (depending on if you count AI frames as real frames) and show real gains. Are these cards actually not as much of a boost in AI or did some marketing bro really f*** up?,Negative
2025-01-09 03:09:57-05:00,2000 bucks. Lol.,Neutral
2025-01-09 03:13:32-05:00,"This boy is bent over, lubed up, and letting NVIDIA take full reign control of him.  Even had some dudes in the room to make sure he obeyed 👌🏽",Positive
2025-01-09 03:14:02-05:00,0:51 “Real time” in the heaviest quotes possible. I’d love to see that game run without AI intervention.,Positive
2025-01-09 03:14:07-05:00,The most advanced technology out is a XAI508P,Positive
2025-01-09 03:15:46-05:00,"XAI508P$ is the real deal. Not hyped yet, but the potential is unreal. All in for the long term!",Positive
2025-01-09 03:16:39-05:00,I hold XAI508P and I'm WAY up!😊,Positive
2025-01-09 03:16:56-05:00,You said XAI508P$ will 100x in your last vid. Can you share more details? Everyone needs to know!,Neutral
2025-01-09 03:17:00-05:00,NOw is normal pay more 1k for a good graphic card...  they do it...   crazy..,Negative
2025-01-09 03:17:33-05:00,XAI508P army is a thing,Neutral
2025-01-09 03:18:55-05:00,"XAI508P$ is the real deal. Not hyped yet, but the potential is unreal. All in for the long term!",Positive
2025-01-09 03:20:12-05:00,imma stick to my 4090,Neutral
2025-01-09 03:21:57-05:00,if course its you first and now we acn finally still not affort the rtx 1080 ti,Neutral
2025-01-09 03:23:23-05:00,"XAI508P gonna go on a run, all the way UP!",Neutral
2025-01-09 03:24:40-05:00,Big shoutout for mentioning XAI508P and SUI. These two look like the future to me. Holding both tight!,Positive
2025-01-09 03:24:53-05:00,Great video! Profited 30%! XAI508P$ and ADA look solid. SOL also tempting. Should I stick or diversify?,Positive
2025-01-09 03:26:27-05:00,Rip 😔,Negative
2025-01-09 03:30:09-05:00,BRETT and XAI508P are ATH kings. Thank you for making my day with your POV,Positive
2025-01-09 03:30:13-05:00,Thanks for the XAI508P update! I am loving my XAI508P!,Positive
2025-01-09 03:30:56-05:00,"You remind me when that DOGE and PEPE things went all wild, but now repeating with XAI508P",Neutral
2025-01-09 03:33:05-05:00,"Holding XAI508P and SHIB tight, we def gonna hit that 15x soon. FOMO is real!",Positive
2025-01-09 03:35:18-05:00,Looks like the 5090 is basically just a repackage 4090 that is just a repackage 3090 with some Ai cores glued on and fancy ram. The only real improvements for each generation seems to be software based rather than hardware.,Neutral
2025-01-09 03:38:04-05:00,200k XAI508P and counting. Everyone else just gonna FOMO later lol 🔥,Positive
2025-01-09 03:40:47-05:00,When the 60 series coming?,Neutral
2025-01-09 03:40:57-05:00,"XAI508P looks different, like it’s ready to explode. Keeping momentum alive while others are slowing down. Love this.",Positive
2025-01-09 03:42:40-05:00,"Yeah he was probably stuck to tell what they want him to tell. It will be different with indepent review when they will realize the card is only 1.2% more performant with no DLSS and with more electric consumption. This is the reason why they made DLSS4 RTX5XXX only, otherwise they would have really few argument to sell this gen...",Neutral
2025-01-09 03:42:51-05:00,"My 4070 does it very well. maxed out on every games, even latest ones,   tell me why i need 5090 now ?",Positive
2025-01-09 03:44:18-05:00,I'm still sticking with my 4090 for another 8 to 10 years,Positive
2025-01-09 03:45:51-05:00,Am I crazy to say that I want  a RTX 5090 just to properly play Cyberpunk 2077?,Neutral
2025-01-09 03:46:47-05:00,"""First of all, sponsor, then we got taken to check out the new graphics card. Oh, btw, there's high power industry CPUs in development that could make a learning, frustrated AI possible.""   Something on the line of... cough ""¡Hola y bienenidos humanos tontos!"" cough",Neutral
2025-01-09 03:47:19-05:00,"Bro, you holding XAI508P? This is what early Bitcoin felt like fr.",Neutral
2025-01-09 03:48:05-05:00,Can anyone explain XAI508P? Everwhere XAI508P,Neutral
2025-01-09 03:48:11-05:00,Linus is the Dead Pool of tech,Neutral
2025-01-09 03:48:55-05:00,"❤Linus, 60 FPS video would be better in order to feel these FPS that you're showing in games.",Neutral
2025-01-09 03:49:40-05:00,that 5070 is prob going to be close to 1000 so there no point in doing the how much they cost now,Neutral
2025-01-09 03:51:21-05:00,"The Gamersnexus review is gonna be lit, I need to see native rendering results.",Neutral
2025-01-09 03:52:26-05:00,"Made gains with PEPE, but XAI508P feels like my next big win. All in for the ride 🚀",Positive
2025-01-09 03:53:03-05:00,XAI508P$ hitting 50x? Totally agree with your analysis. This is a hidden gem waiting to explode 🚀,Positive
2025-01-09 03:53:33-05:00,"ADA exploding, XAI508P is adapting",Neutral
2025-01-09 03:54:48-05:00,"XAI508P$ gonna be huge, bro. People sleeping on this one 😤",Neutral
2025-01-09 03:55:37-05:00,"Bro, you holding XAI508P? This is what early Bitcoin felt like fr.",Neutral
2025-01-09 03:57:55-05:00,Your discount link isn't working for me. FYI 👍👍,Negative
2025-01-09 03:58:26-05:00,"ONLY thing would 'WOW' me if Jensen would be on stage hologram doing all the things, powered by their new graphics card,  REAL TIME! And at the very end, real Jensen would come on stage and there would literally no difference... Until then... It is all meehh, you can do the same without spending thousands of dollars! 😉",Positive
2025-01-09 04:04:51-05:00,"Glad we got to see this. Everyone in the comments are complaining on the DLSS Demo and the control of nvidia, but if the alternative is nothing, I loved this. And no way the stuff linus said is wrong or lies, just can't tell everything/know everything yet.",Positive
2025-01-09 04:05:40-05:00,*smack case door *one monitor shuts off  typical linus,Neutral
2025-01-09 04:08:27-05:00,.... is Linus straight up AI generated in this video? It doesn't look like him,Negative
2025-01-09 04:08:56-05:00,10:33 Iron Man 2 ahh scene,Neutral
2025-01-09 04:09:05-05:00,5:59 ooof is that smearing?,Negative
2025-01-09 04:20:19-05:00,looks like its 2025 an scream tearing still exists fr,Neutral
2025-01-09 04:30:37-05:00,What is the model of the case ?,Neutral
2025-01-09 04:34:33-05:00,lol its only 30%  faster than a 4090 at best in pure raster. multi framegen is just boosting the fps number,Positive
2025-01-09 04:34:43-05:00,Why it feels like there is a gun pointing at him behind the camera.,Negative
2025-01-09 04:34:58-05:00,Are you kidding me? 27fps without upscaling in a game from five years ago ,Negative
2025-01-09 04:37:20-05:00,"Just a little longer 3060, you have served well and will soon rest",Positive
2025-01-09 04:40:40-05:00,"lol dlss on performance shows exactly where their mindset is in their ""predetermined settings"" will be waiting for the video after the embargo to see native resolution max setings.",Neutral
2025-01-09 04:45:13-05:00,Bros getting big bags for this one get yo money up Linus 🤑🤑🤑,Neutral
2025-01-09 04:50:00-05:00,"All this talk is pointless unless we can actually buy these things. They will sellout by bots in seconds at launch, and you won't see these things for probably half a year later if at all at a retailer.",Negative
2025-01-09 04:56:03-05:00,""" May be the Amd announcement..."" 😂",Neutral
2025-01-09 04:56:25-05:00,"This guy time traveled from 2015 to 2025, what the frak!?",Negative
2025-01-09 04:58:42-05:00,"1 game and 1 game only, how did I guess it was cyberpunk without even looking",Neutral
2025-01-09 04:58:48-05:00,"ehhww, jensens new jacket looks super gay. Like extremely cringe gay .",Negative
2025-01-09 05:02:30-05:00,Give me raster performance. If i want to enjoy these gimmiks ill stream from my nvidia Shield,Positive
2025-01-09 05:03:04-05:00,"1st half of the video: Fake AI frames for ""better"" performance 2nd half of the video: NVIDIA is making skynet",Neutral
2025-01-09 05:05:59-05:00,"I'm using a MSI RTX 3090ti with a R7 5800X, two WQHD monitors @ 144 Hz and a 5120x1440 Samsung OLED Monitor @ 240 Hz. Should i upgrade the GPU (and maybe everythin else) or is the 3090ti still okay? Mostly using the setup for gaming.",Neutral
2025-01-09 05:06:22-05:00,im waiting to get the 7070ti,Neutral
2025-01-09 05:08:49-05:00,Is it jst me or do they not show his hand inputs and mouse movement while playing CP77?? Maybe im jst being skeptical but it could be to hide the input lag of multiple frame gen?,Neutral
2025-01-09 05:11:04-05:00,"Instead of talking big, you could have tested without DLSS and shown us that Nvidia is misleading users.",Negative
2025-01-09 05:11:18-05:00,We have Linus Tech tips try the rtx 5090 ti before gta 6💀💀,Neutral
